              psi   m1   m2         real(Ai)         imag(Ai)         real(Bi)         imag(Bi)         real(Ci)         imag(Ci)         real(Di)         imag(Di)         real(Ei)         imag(Ei)         real(Hi)         imag(Hi)
   1.72139555E-02    2   -3  -4.23402671E-04   1.78621412E-04   5.95518213E-04  -4.21932491E-04  -3.56439464E-02   3.13795656E-02  -1.57127553E-03  -9.72274982E-04   4.61386563E-03   1.96241643E-02  -1.19541860E+00   1.57551810E-01
   1.72139555E-02    2   -2   1.21204741E-03  -2.89721374E-05   1.02379476E-04  -2.09149462E-03  -1.32155120E-02   1.18595734E-02   1.44037197E-03  -2.33667033E-05   1.09907813E-01  -1.25408564E-02   6.23285675E+00  -2.37118292E+00
   1.72139555E-02    2   -1  -2.33832281E-02  -4.57096874E-04  -2.92716886E-05   3.28970253E-02  -1.27939761E-01   9.03528273E-01  -4.34792824E-02  -1.30592519E-03  -1.22531712E+00   1.97800845E-01  -7.11903381E+01   7.42682934E-01
   1.72139555E-02    2    0   3.14199269E-01  -7.37951777E-04  -5.03653137E-04  -4.96344328E-01  -1.15061188E-02  -1.57777443E+01   6.79689586E-01  -1.08986127E-03   1.83419533E+01  -7.20305368E-02   6.63877319E+02   6.92979455E-01
   1.72139555E-02    2    1  -6.24135494E+00   3.52750561E-04   3.52738774E-04   8.15856266E+00   3.00106686E-02   2.14287659E+02  -1.11544781E+01   4.92419640E-04  -3.08662872E+02   4.18203585E-02  -6.92742844E+01   6.19158596E-02
   1.72139555E-02    2    2   3.80117584E+02   0.00000000E+00  -0.00000000E+00  -2.73737854E+02  -5.28630972E-01  -8.21220779E+01   1.97606766E+02   0.00000000E+00   3.51342239E+01  -3.83955598E-01   1.64797498E+03   0.00000000E+00
   1.72139555E-02    2    3   3.94607520E+00  -5.83002577E-04  -6.28765789E-04   8.15861320E+00   5.13941161E-02  -6.47468994E+02  -1.11544781E+01  -4.92419640E-04   3.08662872E+02   4.17327881E-02  -1.53575974E+02   2.10607886E+00
   1.72139555E-02    2    4   5.03737628E-01   8.81567714E-04   1.61767646E-03  -4.99348968E-01  -1.68012246E-01   6.71864414E+00   6.79689586E-01   1.08986127E-03  -1.83414764E+01  -7.18538165E-02  -1.86179089E+03   2.03697324E+00
   1.72139555E-02    3   -4  -1.30678457E-03   4.49606247E-04   1.51340023E-03  -6.24698761E-04   5.76246381E-02  -2.97057517E-02  -1.29619509E-03  -1.44316093E-03  -2.44338252E-02  -2.53463313E-02  -1.30473328E+00   3.75967771E-01
   1.72139555E-02    3   -3  -9.74237686E-04  -4.99129310E-05  -2.63728783E-04   1.38418074E-03   8.59499350E-03   4.93389256E-02   1.78036280E-03   6.03625376E-04   2.43887529E-02  -6.47311658E-03  -3.34151000E-01  -1.01726401E+00
   1.72139555E-02    3   -2  -1.24520331E-03  -3.11505777E-04   2.73189449E-04  -3.43481552E-05  -4.78582270E-02   4.66904640E-02  -1.57127553E-03  -9.72274982E-04   9.62002389E-03   4.04721797E-02  -1.86013055E+00   2.32761592E-01
   1.72139555E-02    3   -1   6.83218997E-04  -1.15631563E-04   6.32576193E-05  -1.75159541E-03  -2.44314484E-02  -3.78422849E-02   1.44037197E-03  -2.33667033E-05   2.26178616E-01  -2.57816277E-02   8.60648632E+00  -3.28077340E+00
   1.72139555E-02    3    0  -2.25857850E-02  -1.12342602E-03  -4.80096438E-04   3.23635861E-02   9.99976508E-03   1.85129285E+00  -4.34792824E-02  -1.30592519E-03  -2.52048087E+00   4.06999201E-01  -7.51321793E+01   7.76411295E-01
   1.72139555E-02    3    1   3.59470367E-01  -9.87099949E-04  -7.82158982E-04  -4.97095495E-01  -1.03968598E-01  -2.78427162E+01   6.79689586E-01  -1.08986127E-03   3.77265205E+01  -1.48063123E-01   6.83606949E+01   4.92955036E-02
   1.72139555E-02    3    2   3.94607520E+00   5.83002577E-04   4.90752282E-04   8.15858841E+00   8.37653056E-02   8.81125854E+02  -1.11544781E+01   4.92419640E-04  -6.34875366E+02   8.59722197E-02  -1.53575974E+02  -2.10607886E+00
   1.72139555E-02    3    3   8.55763184E+02   0.00000000E+00  -0.00000000E+00  -4.10289154E+02  -1.62598610E+00  -1.41754532E+02   1.97606766E+02   0.00000000E+00   3.51342239E+01  -7.89741755E-01   6.91454590E+03   0.00000000E+00
   1.72139555E-02    3    4   2.49001999E+01  -8.43228598E-04  -7.66779354E-04   8.15863800E+00   1.27815694E-01  -1.77211792E+03  -1.11544781E+01  -4.92419640E-04   6.34875366E+02   8.58846530E-02  -3.26972504E+02   6.56533384E+00
   1.72139555E-02    4   -4  -3.08152288E-03  -1.89109283E-04   7.04728474E-04   3.22451437E-04  -9.80603248E-02  -1.15962401E-01  -2.00220456E-04  -5.44982613E-04  -4.30242084E-02   3.97388674E-02  -6.63028896E-01   1.41692245E+00
   1.72139555E-02    4   -3  -2.04502326E-03  -2.79782224E-04   1.00507925E-03  -3.13495868E-04   6.44754916E-02  -3.08437552E-02  -1.29619509E-03  -1.44316093E-03  -3.69377136E-02  -3.82869467E-02  -1.58200204E+00   4.60214913E-01
   1.72139555E-02    4   -2  -1.31920548E-04   1.89879953E-04  -8.97610589E-05   7.21501769E-04   8.01945850E-03   4.96260263E-02   1.78036280E-03   6.03625376E-04   3.68121825E-02  -9.82750300E-03  -3.83334130E-01  -1.15962434E+00
   1.72139555E-02    4   -1  -1.82518363E-03  -7.83969008E-04  -4.91393293E-05   3.53236188E-04  -3.40090208E-02   4.39610519E-02  -1.57127553E-03  -9.72274982E-04   1.46261817E-02   6.13201931E-02  -1.89406526E+00   2.36601174E-01
   1.72139555E-02    4    0   2.11474558E-04  -1.49147600E-04   2.41357593E-05  -1.41169631E-03  -3.28668542E-02  -1.51375219E-01   1.44037197E-03  -2.33667033E-05   3.42449427E-01  -3.90224010E-02   6.69402409E+00  -2.54790521E+00
   1.72139555E-02    4    1  -2.21063662E-02  -1.66246085E-03  -9.30921175E-04   3.18301432E-02   4.28464115E-01   2.79142594E+00  -4.34792824E-02  -1.30592519E-03  -3.81564450E+00   6.16197526E-01  -5.80310869E+00   1.83196545E-01
   1.72139555E-02    4    2   5.03737628E-01  -8.81567714E-04  -1.06066477E-03  -4.97846663E-01  -2.79145420E-01  -3.51364899E+01   6.79689586E-01  -1.08986127E-03   5.71110878E+01  -2.24095717E-01  -1.86179089E+03  -2.03697324E+00
   1.72139555E-02    4    3   2.49001999E+01   8.43228598E-04   6.28765789E-04   8.15861320E+00   1.60196379E-01   2.00235876E+03  -1.11544781E+01   4.92419640E-04  -9.61087891E+02   1.30124077E-01  -3.26972504E+02  -6.56533384E+00
   1.72139555E-02    4    4   1.52218018E+03   0.00000000E+00  -0.00000000E+00  -5.46840454E+02  -3.27689934E+00  -2.01386993E+02   1.97606766E+02   0.00000000E+00   3.51342239E+01  -1.19552791E+00   1.58227744E+04   0.00000000E+00
   1.94152128E-02   -4   -4   1.53305688E+03   0.00000000E+00   0.00000000E+00   5.45227600E+02  -2.64042139E+00   2.71505707E+02   1.97715988E+02   0.00000000E+00   3.36283035E+01   9.05546129E-01   4.13597812E+04   0.00000000E+00
   1.94152128E-02   -4   -3   1.10787125E+02   2.82440824E-03  -7.47486891E-04   8.66934872E+00  -3.41932327E-01  -3.24602002E+03  -1.18503571E+01   1.16955263E-04  -1.55501282E+03   1.18349165E-01  -9.36747986E+02   1.54057007E+01
   1.94152128E-02   -4   -2   1.27299070E+00  -9.16782592E-04  -2.05332958E-06  -5.60211957E-01   3.21729809E-01  -1.07456375E+02   7.61803627E-01   6.43083767E-04   9.89147110E+01  -1.94939673E-01  -9.17005859E+03   1.29855757E+01
   1.94152128E-02   -4   -1  -3.61189693E-02   2.08598911E-03   1.34882386E-04   3.90832797E-02   5.43195546E-01   5.65304947E+00  -4.99370769E-02  -2.81220465E-03  -6.25289583E+00  -7.75203168E-01   3.66629974E+02  -3.79249406E+00
   1.94152128E-02   -4    0   1.61871850E-03  -9.09472234E-04   4.15650458E-04  -2.11737864E-03   4.92020324E-02  -2.51375258E-01   2.99398415E-03   9.82784317E-04   4.56252307E-01   3.16223145E-01  -8.51317883E+00  -4.09071827E+00
   1.94152128E-02   -4    1  -6.00358762E-04  -1.10012770E-03   9.27012879E-04   1.31894209E-04   9.55740511E-02  -2.89629288E-02  -1.69389619E-04   1.30295590E-03   4.29419912E-02   1.39405683E-01   1.24551997E-01   8.24644342E-02
   1.94152128E-02   -4    2  -9.18862934E-04  -4.72317770E-04   8.09808495E-04  -3.62414139E-04   1.02281101E-01   2.82486171E-01   2.90745636E-04   7.37084425E-04  -2.07687765E-01   7.10270032E-02  -3.00655305E-01  -1.27566791E+00
   1.94152128E-02   -4    3  -1.68616301E-03  -1.75252542E-04   1.22454163E-04   1.80528907E-03  -4.09003675E-01   2.28734668E-02  -1.49218936E-03   2.87910207E-05  -1.36604970E-02  -2.01140866E-01   1.64275253E+00  -4.88706827E-01
   1.94152128E-02   -4    4  -2.89081084E-03  -3.17664417E-05   1.39871158E-03  -9.77497621E-05   1.46074131E-01  -6.78716525E-02  -6.97212818E-05   8.02552502E-04   1.62727553E-02   6.55757040E-02   3.98404181E-01   1.77434862E+00
   1.94152128E-02   -3   -4   1.10787125E+02  -2.82440824E-03   9.52955568E-04   8.66979504E+00  -3.58579367E-01   3.48699805E+03  -1.18503571E+01  -1.16955263E-04   1.24735120E+03   9.48201492E-02  -9.36747986E+02  -1.54057007E+01
   1.94152128E-02   -3   -3   8.63993103E+02   0.00000000E+00   0.00000000E+00   4.08741577E+02  -1.59384179E+00   2.12921448E+02   1.97715988E+02   0.00000000E+00   3.36283035E+01   7.26382315E-01   2.66186406E+04   0.00000000E+00
   1.94152128E-02   -3   -2   6.44391785E+01   1.49044010E-03  -5.42018272E-04   8.66890335E+00  -1.89530268E-01  -1.73547217E+03  -1.18503571E+01   1.16955263E-04  -1.24735095E+03   9.49460417E-02  -5.91833923E+02   9.31215477E+00
   1.94152128E-02   -3   -1   8.75719905E-01  -5.32352366E-04   1.52619235E-04  -5.59224367E-01   1.36142507E-01  -7.69684219E+01   7.61803627E-01   6.43083767E-04   7.93442154E+01  -1.56361163E-01  -4.94805664E+03   6.99747181E+00
   1.94152128E-02   -3    0  -3.25740688E-02   1.67653046E-03  -9.32041963E-04   3.78378406E-02   2.18679942E-03   4.11296225E+00  -4.99370769E-02  -2.81220465E-03  -5.01567459E+00  -6.21892631E-01   1.50988235E+02  -1.61908793E+00
   1.94152128E-02   -3    1   1.40851748E-03  -3.44600849E-04   7.03211932E-04  -2.18611630E-03   1.78020656E-01  -2.64286935E-01   2.99398415E-03   9.82784317E-04   3.65986198E-01   2.53675312E-01  -3.33506346E-01  -1.28835395E-01
   1.94152128E-02   -3    2  -9.96166142E-04  -2.72920879E-04   1.40572048E-03  -1.54554909E-05   1.71087191E-01  -5.93796559E-02  -1.69389619E-04   1.30295590E-03   3.44547778E-02   1.11853056E-01  -1.53592122E+00  -6.18235111E-01
   1.94152128E-02   -3    3  -1.07646838E-03  -5.78210929E-05   1.09604176E-03  -5.20769681E-04   1.24747992E-01   3.37331831E-01   2.90745636E-04   7.37084425E-04  -1.66586801E-01   5.69915436E-02  -4.63528186E-01  -2.11788177E+00
   1.94152128E-02   -3    4  -2.59211520E-03  -1.14494345E-04   1.74566783E-04   2.17218790E-03  -4.36044604E-01   2.36437023E-02  -1.49218936E-03   2.87910207E-05  -1.09799830E-02  -1.61341652E-01   1.99558520E+00  -5.81248045E-01
   1.94152128E-02   -2   -4   1.27299070E+00   9.16782592E-04   3.11398442E-04  -5.62187254E-01   3.78039122E-01   7.89667816E+01   7.61803627E-01  -6.43083767E-04  -5.97743187E+01  -1.17877416E-01  -9.17005859E+03  -1.29855757E+01
   1.94152128E-02   -2   -3   6.44391785E+01  -1.49044010E-03   7.47486891E-04   8.66934872E+00  -2.06300780E-01   1.97294836E+03  -1.18503571E+01  -1.16955263E-04   9.39689331E+02   7.14170262E-02  -5.91833923E+02  -9.31215477E+00
   1.94152128E-02   -2   -2   3.85676941E+02   0.00000000E+00   0.00000000E+00   2.72255554E+02  -8.05836499E-01   1.54337173E+02   1.97715988E+02   0.00000000E+00   3.36283035E+01   5.47218561E-01   1.51142568E+04   0.00000000E+00
   1.94152128E-02   -2   -1   2.95232182E+01   5.59633481E-04  -3.36549623E-04   8.66845798E+00  -7.89253116E-02  -6.53440125E+02  -1.18503571E+01   1.16955263E-04  -9.39689026E+02   7.15429187E-02  -3.31993683E+02   4.72159576E+00
   1.94152128E-02   -2    0   5.89814782E-01  -1.92423366E-04   3.07291775E-04  -5.58236718E-01   1.07071064E-02  -5.10357552E+01   7.61803627E-01   6.43083767E-04   5.97737122E+01  -1.17782652E-01  -1.91391418E+03   2.69412065E+00
   1.94152128E-02   -2    1  -2.95933057E-02   8.90135940E-04  -1.99896633E-03   3.65923978E-02  -3.24996680E-01   2.78086138E+00  -4.99370769E-02  -2.81220465E-03  -3.77845335E+00  -4.68582064E-01   5.94935894E+00  -1.57272607E-01
   1.94152128E-02   -2    2   1.31997548E-03   1.63809818E-04   9.90773435E-04  -2.25485372E-03   2.38493219E-01  -2.46303514E-01   2.99398415E-03   9.82784317E-04   2.75720090E-01   1.91127464E-01   4.64384127E+00   2.28197861E+00
   1.94152128E-02   -2    3  -1.09437457E-03   4.92494379E-04   1.88442809E-03  -1.62805183E-04   2.00027078E-01  -7.19903335E-02  -1.69389619E-04   1.30295590E-03   2.59675663E-02   8.43004286E-02  -2.38809991E+00  -9.77844179E-01
   1.94152128E-02   -2    4  -9.83636361E-04   3.59387137E-04   1.38227490E-03  -6.79125194E-04   1.26155630E-01   3.37525010E-01   2.90745636E-04   7.37084425E-04  -1.25485837E-01   4.29560840E-02  -5.21611989E-01  -2.41823220E+00
   1.94152128E-02   -1   -4  -3.61189693E-02  -2.08598911E-03  -3.33565543E-03   4.28196006E-02   8.79664660E-01  -2.93945146E+00  -4.99370769E-02   2.81220465E-03   2.54199529E+00  -3.14617813E-01   3.66629974E+02   3.79249406E+00
   1.94152128E-02   -1   -3   8.75719905E-01   5.32352366E-04   1.56725888E-04  -5.61199605E-01   1.92465439E-01   4.84447060E+01   7.61803627E-01  -6.43083767E-04  -4.02038193E+01  -7.92989060E-02  -4.94805664E+03  -6.99747181E+00
   1.94152128E-02   -1   -2   2.95232182E+01  -5.59633481E-04   5.42018272E-04   8.66890335E+00  -9.58193466E-02   8.87414124E+02  -1.18503571E+01  -1.16955263E-04   6.32027466E+02   4.80139032E-02  -3.31993683E+02  -4.72159576E+00
   1.94152128E-02   -1   -1   9.81082458E+01   0.00000000E+00   0.00000000E+00   1.35769516E+02  -2.76405543E-01   9.57529144E+01   1.97715988E+02   0.00000000E+00   3.36283035E+01   3.68054748E-01   6.84663135E+03   0.00000000E+00
   1.94152128E-02   -1    0   6.03923702E+00   3.19882565E-05  -1.31080989E-04   8.66801167E+00  -1.01174843E-02   7.62876943E-02  -1.18503571E+01   1.16955263E-04  -6.32027161E+02   4.81397957E-02  -1.57227264E+02   1.63402283E+00
   1.94152128E-02   -1    1   4.15275306E-01   1.03004459E-04   4.61964344E-04  -5.57249069E-01  -5.45763932E-02  -2.96583824E+01   7.61803627E-01   6.43083767E-04   4.02032166E+01  -7.92041421E-02  -6.76322784E+01   7.55224973E-02
   1.94152128E-02   -1    2  -2.71766726E-02  -2.73194659E-04  -3.06589063E-03   3.53469588E-02  -4.38354880E-01   1.65674639E+00  -4.99370769E-02  -2.81220465E-03  -2.54123211E+00  -3.15271497E-01  -6.84866638E+01   5.92951953E-01
   1.94152128E-02   -1    3   1.35309238E-03   6.15759753E-04   1.27833488E-03  -2.32359138E-03   2.30619743E-01  -1.97424963E-01   2.99398415E-03   9.82784317E-04   1.85453996E-01   1.28579631E-01   6.41886425E+00   3.14172387E+00
   1.94152128E-02   -1    4  -8.94983939E-04   1.19611807E-03   2.36313581E-03  -3.10154894E-04   1.82393730E-01  -6.67949617E-02  -1.69389619E-04   1.30295590E-03   1.74803529E-02   5.67477979E-02  -2.43198395E+00  -9.96362627E-01
   1.94152128E-02    0   -4   1.61871850E-03   9.09472234E-04   7.34595407E-04  -1.84242846E-03  -1.33973658E-01  -1.26300314E-02   2.99398415E-03  -9.82784317E-04  -9.51457769E-02   6.58555999E-02  -8.51317883E+00   4.09071827E+00
   1.94152128E-02    0   -3  -3.25740688E-02  -1.67653046E-03  -2.26873113E-03   4.15741615E-02   3.38771403E-01  -1.39919150E+00  -4.99370769E-02   2.81220465E-03   1.30477405E+00  -1.61307245E-01   1.50988235E+02   1.61908793E+00
   1.94152128E-02    0   -2   5.89814782E-01   1.92423366E-04   2.05332958E-06  -5.60211957E-01   6.70436770E-02   2.24779282E+01   7.61803627E-01  -6.43083767E-04  -2.06333218E+01  -4.07203995E-02  -1.91391418E+03  -2.69412065E+00
   1.94152128E-02    0   -1   6.03923702E+00  -3.19882565E-05   3.36549623E-04   8.66845798E+00  -2.71350201E-02   2.30395645E+02  -1.18503571E+01  -1.16955263E-04   3.24365601E+02   2.46107802E-02  -1.57227264E+02  -1.63402283E+00
   1.94152128E-02    0    0   1.28707409E+00   0.00000000E+00  -0.00000000E+00  -7.16520011E-01  -5.54887345E-03   3.71686440E+01   1.97715988E+02   0.00000000E+00   3.36283035E+01   1.88890949E-01   1.81576392E+03   0.00000000E+00
   1.94152128E-02    0    1  -6.01275969E+00  -9.24955020E-05   7.43876517E-05   8.66756630E+00   1.68932211E-02   2.25077042E+02  -1.18503571E+01   1.16955263E-04  -3.24365326E+02   2.47366726E-02  -6.75346298E+01   4.94362414E-02
   1.94152128E-02    0    2   3.52101445E-01   3.53931100E-04   6.16636884E-04  -5.56261420E-01  -5.97079881E-02  -1.28363018E+01   7.61803627E-01   6.43083767E-04   2.06327171E+01  -4.06256318E-02   5.90789246E+02  -8.58322680E-01
   1.94152128E-02    0    3  -2.53241751E-02  -1.81346131E-03  -4.13281517E-03   3.41015197E-02  -3.37887794E-01   7.40617275E-01  -4.99370769E-02  -2.81220465E-03  -1.30401099E+00  -1.61960945E-01  -7.23198395E+01   6.31585658E-01
   1.94152128E-02    0    4   1.50786829E-03   1.01124891E-03   1.56589632E-03  -2.39232881E-03   1.54400229E-01  -1.17651328E-01   2.99398415E-03   9.82784317E-04   9.51878950E-02   6.60317838E-02   4.99156284E+00   2.45040011E+00
   1.94152128E-02    1   -4  -6.00358762E-04   1.10012770E-03   1.46652525E-03   8.68642703E-04  -5.45101101E-03  -1.90865435E-03  -1.69389619E-04  -1.30295590E-03  -4.15648508E-04   1.34923973E-03   1.24551997E-01  -8.24644342E-02
   1.94152128E-02    1   -3   1.40851748E-03   3.44600849E-04   4.47033934E-04  -1.91116601E-03  -5.13773551E-03   2.44372000E-04   2.99398415E-03  -9.82784317E-04  -4.87967255E-03   3.30775674E-03  -3.33506346E-01   1.28835395E-01
   1.94152128E-02    1   -2  -2.95933057E-02  -8.90135940E-04  -1.20180671E-03   4.03287224E-02   1.17033944E-02  -6.69176131E-02  -4.99370769E-02   2.81220465E-03   6.75527751E-02  -7.99669605E-03   5.94935894E+00   1.57272607E-01
   1.94152128E-02    1   -1   4.15275306E-01  -1.03004459E-04  -1.52619235E-04  -5.59224367E-01   1.77380734E-03   1.06643879E+00   7.61803627E-01  -6.43083767E-04  -1.06282461E+00  -2.14188802E-03  -6.76322784E+01  -7.55224973E-02
   1.94152128E-02    1    0  -6.01275969E+00   9.24955020E-05   1.31080989E-04   8.66801167E+00  -2.47821357E-04   1.89279008E+00  -1.18503571E+01  -1.16955263E-04   1.67037220E+01   1.20765669E-03  -6.75346298E+01  -4.94362414E-02
   1.94152128E-02    1    1   9.52134171E+01   0.00000000E+00  -0.00000000E+00  -1.37202560E+02   6.73351530E-03  -2.14156227E+01   1.97715988E+02   0.00000000E+00   3.36283035E+01   9.72716510E-03   2.16546745E+01   0.00000000E+00
   1.94152128E-02    1    2  -6.63277292E+00   1.86182180E-04   2.79856293E-04   8.66711998E+00   2.10680347E-03   2.15621300E+01  -1.18503571E+01   1.16955263E-04  -1.67034492E+01   1.33354915E-03  -6.29157982E+01  -3.21639366E-02
   1.94152128E-02    1    3   4.00293231E-01   5.60356595E-04   7.71309482E-04  -5.55273771E-01  -4.68767714E-03  -5.69511950E-01   7.61803627E-01   6.43083767E-04   1.06221938E+00  -2.04712292E-03   6.13504105E+01  -1.07414812E-01
   1.94152128E-02    1    4  -2.40358096E-02  -3.73066403E-03  -5.19973924E-03   3.28560770E-02  -2.35954747E-02   3.24741676E-02  -4.99370769E-02  -2.81220465E-03  -6.67897165E-02  -8.65038484E-03  -5.55015659E+00  -4.13714834E-02
   1.94152128E-02    2   -4  -9.18862934E-04   4.72317770E-04   9.07590962E-04   5.87719085E-04   4.05599624E-02  -1.02028109E-01   2.90745636E-04  -7.37084425E-04  -3.88209969E-02  -1.33611327E-02  -3.00655305E-01   1.27566791E+00
   1.94152128E-02    2   -3  -9.96166142E-04   2.72920879E-04   9.87817650E-04   7.21292978E-04   7.00810552E-02   2.84169056E-02  -1.69389619E-04  -1.30295590E-03   8.07156414E-03  -2.62033902E-02  -1.53592122E+00   6.18235111E-01
   1.94152128E-02    2   -2   1.31997548E-03  -1.63809818E-04   1.59472474E-04  -1.97990355E-03   5.53521328E-02  -1.77763291E-02   2.99398415E-03  -9.82784317E-04   8.53864327E-02  -5.92400841E-02   4.64384127E+00  -2.28197861E+00
   1.94152128E-02    2   -1  -2.71766726E-02   2.73194659E-04  -1.34882386E-04   3.90832797E-02  -1.01539336E-01   1.05737031E+00  -4.99370769E-02   2.81220465E-03  -1.16966844E+00   1.45313859E-01  -6.84866638E+01  -5.92951953E-01
   1.94152128E-02    2    0   3.52101445E-01  -3.53931100E-04  -3.07291775E-04  -5.58236718E-01  -3.34415468E-03  -1.57897587E+01   7.61803627E-01  -6.43083767E-04   1.85076733E+01   3.64366211E-02   5.90789246E+02   8.58322680E-01
   1.94152128E-02    2    1  -6.63277292E+00  -1.86182180E-04  -7.43876517E-05   8.66756630E+00  -1.51577443E-02   2.01905594E+02  -1.18503571E+01  -1.16955263E-04  -2.90958160E+02  -2.21954659E-02  -6.29157982E+01   3.21639366E-02
   1.94152128E-02    2    2   3.79887268E+02   0.00000000E+00  -0.00000000E+00  -2.73688599E+02  -2.39558384E-01  -7.99998932E+01   1.97715988E+02   0.00000000E+00   3.36283035E+01  -1.69436619E-01   1.46430359E+03   0.00000000E+00
   1.94152128E-02    2    3   4.17919683E+00   8.68021336E-04   4.85324941E-04   8.66667461E+00  -5.44767380E-02  -6.10468445E+02  -1.18503571E+01   1.16955263E-04   2.90958405E+02  -2.20695734E-02  -1.43370773E+02   1.38922226E+00
   1.94152128E-02    2    4   5.59850693E-01   7.22280820E-04   9.25982022E-04  -5.54286122E-01   1.10484540E-01   7.14198589E+00   7.61803627E-01   6.43083767E-04  -1.85082779E+01   3.65313850E-02  -1.65594873E+03   2.32824612E+00
   1.94152128E-02    3   -4  -1.68616301E-03   1.75252542E-04   2.42334194E-04  -7.63002143E-04  -2.05251575E-01  -8.81829392E-03  -1.49218936E-03  -2.87910207E-05  -5.32789389E-03   7.74216726E-02   1.64275253E+00   4.88706827E-01
   1.94152128E-02    3   -3  -1.07646838E-03   5.78210929E-05   6.21357758E-04   4.29363543E-04   6.30260259E-02  -1.56950489E-01   2.90745636E-04  -7.37084425E-04  -7.99219608E-02  -2.73965932E-02  -4.63528186E-01   2.11788177E+00
   1.94152128E-02    3   -2  -1.09437457E-03  -4.92494379E-04   5.09109988E-04   5.73943311E-04   9.90398750E-02   4.09364142E-02  -1.69389619E-04  -1.30295590E-03   1.65587775E-02  -5.37560210E-02  -2.38809991E+00   9.77844179E-01
   1.94152128E-02    3   -1   1.35309238E-03  -6.15759753E-04  -1.28088999E-04  -2.04864098E-03   4.74959537E-02  -6.66921362E-02   2.99398415E-03  -9.82784317E-04   1.75652534E-01  -1.21787928E-01   6.41886425E+00  -3.14172387E+00
   1.94152128E-02    3    0  -2.53241751E-02   1.81346131E-03   9.32041963E-04   3.78378406E-02  -9.56800126E-04   1.97367215E+00  -4.99370769E-02   2.81220465E-03  -2.40688968E+00   2.98624426E-01  -7.23198395E+01  -6.31585658E-01
   1.94152128E-02    3    1   4.00293231E-01  -5.60356595E-04  -4.61964344E-04  -5.57249069E-01   5.16897887E-02  -2.80906639E+01   7.61803627E-01  -6.43083767E-04   3.80781708E+01   7.50151351E-02   6.13504105E+01   1.07414812E-01
   1.94152128E-02    3    2   4.17919683E+00  -8.68021336E-04  -2.79856293E-04   8.66711998E+00  -7.18647912E-02   8.30434082E+02  -1.18503571E+01  -1.16955263E-04  -5.98619995E+02  -4.55985889E-02  -1.43370773E+02  -1.38922226E+00
   1.94152128E-02    3    3   8.55308655E+02   0.00000000E+00  -0.00000000E+00  -4.10174622E+02  -7.44424582E-01  -1.38584152E+02   1.97715988E+02   0.00000000E+00   3.36283035E+01  -3.48600417E-01   6.14371045E+03   0.00000000E+00
   1.94152128E-02    3    4   2.64231491E+01   1.95302186E-03   6.90793560E-04   8.66622925E+00  -1.52857393E-01  -1.67101465E+03  -1.18503571E+01   1.16955263E-04   5.98620300E+02  -4.54726964E-02  -3.08899536E+02   4.31359482E+00
   1.94152128E-02    4   -4  -2.89081084E-03   3.17664417E-05   8.05747986E-04   3.06214322E-04   7.01332837E-02   4.91484702E-02  -6.97212818E-05  -8.02552502E-04   9.49042942E-03  -3.82536016E-02   3.98404181E-01  -1.77434862E+00
   1.94152128E-02    4   -3  -2.59211520E-03   1.14494345E-04   1.90221574E-04  -3.96103394E-04  -2.32296973E-01  -9.69581865E-03  -1.49218936E-03  -2.87910207E-05  -8.00840836E-03   1.17220886E-01   1.99558520E+00   5.81248045E-01
   1.94152128E-02    4   -2  -9.83636361E-04  -3.59387137E-04   3.35124496E-04   2.71008001E-04   6.44328296E-02  -1.57220379E-01   2.90745636E-04  -7.37084425E-04  -1.21022925E-01  -4.14320566E-02  -5.21611989E-01   2.41823220E+00
   1.94152128E-02    4   -1  -8.94983939E-04  -1.19611807E-03   3.04023870E-05   4.26593586E-04   8.14254582E-02   3.56498733E-02  -1.69389619E-04  -1.30295590E-03   2.50459891E-02  -8.13086554E-02  -2.43198395E+00   9.96362627E-01
   1.94152128E-02    4    0   1.50786829E-03  -1.01124891E-03  -4.15650458E-04  -2.11737864E-03  -2.87062768E-02  -1.46503046E-01   2.99398415E-03  -9.82784317E-04   2.65918642E-01  -1.84335768E-01   4.99156284E+00  -2.45040011E+00
   1.94152128E-02    4    1  -2.40358096E-02   3.73066403E-03   1.99896633E-03   3.65923978E-02   3.13450992E-01   2.68198800E+00  -4.99370769E-02   2.81220465E-03  -3.64411092E+00   4.51934963E-01  -5.55015659E+00   4.13714834E-02
   1.94152128E-02    4    2   5.59850693E-01  -7.22280820E-04  -6.16636884E-04  -5.56261420E-01   1.66875631E-01  -3.58362770E+01   7.61803627E-01  -6.43083767E-04   5.76486702E+01   1.13593638E-01  -1.65594873E+03  -2.32824612E+00
   1.94152128E-02    4    3   2.64231491E+01  -1.95302186E-03  -4.85324941E-04   8.66667461E+00  -1.70368955E-01   1.88747815E+03  -1.18503571E+01  -1.16955263E-04  -9.06281860E+02  -6.90017119E-02  -3.08899536E+02  -4.31359482E+00
   1.94152128E-02    4    4   1.52147754E+03   0.00000000E+00  -0.00000000E+00  -5.46660645E+02  -1.50786507E+00  -1.97168427E+02   1.97715988E+02   0.00000000E+00   3.36283035E+01  -5.27764201E-01   1.40598760E+04   0.00000000E+00
   2.19059568E-02   -4   -4   1.53376392E+03   0.00000000E+00   0.00000000E+00   5.44845337E+02  -4.17148381E-01   2.69631104E+02   1.97842117E+02   0.00000000E+00   3.29408379E+01   8.87573212E-02   3.68203008E+04   0.00000000E+00
