              psi   m1   m2         real(Ai)         imag(Ai)         real(Bi)         imag(Bi)         real(Ci)         imag(Ci)         real(Di)         imag(Di)         real(Ei)         imag(Ei)         real(Hi)         imag(Hi)
   3.69310737E-01    3   -1   7.17284203E-01  -3.17098130E-03  -1.52873050E-03  -9.84170139E-01   5.13920449E-02  -2.60214806E+00   1.33057952E+00  -8.01265799E-03   3.57195616E+00  -2.99114019E-01   1.06479759E+01  -7.46274233E-01
   3.69310737E-01    3    0  -2.79446507E+00   4.86140512E-03   3.06420121E-03   3.72179484E+00   2.43922472E-02   9.84102154E+00  -5.08752298E+00   8.28691851E-03  -1.35693521E+01   2.36461818E-01  -2.26880436E+01  -3.85645568E-01
   3.69310737E-01    3    1   8.40180588E+00   5.11927938E-04  -1.59979405E-04  -1.20785656E+01   2.96603963E-02  -3.71723785E+01   1.65145588E+01  -4.24934660E-05   4.75519943E+01   6.95080236E-02   1.54099588E+01   1.88149959E-01
   3.69310737E-01    3    2   6.90334618E-01   1.68610818E-03  -3.38445898E-05   4.33849564E+01   2.68156901E-02   2.44117035E+02  -5.93169861E+01  -4.89841506E-04  -2.09291061E+02   7.68882111E-02  -7.42955017E+01  -6.00722790E-01
   3.69310737E-01    3    3   7.38581421E+02   0.00000000E+00  -0.00000000E+00  -3.93823761E+02  -9.66292322E-01  -2.98082214E+02   2.28263809E+02   0.00000000E+00   1.23210709E+02  -5.26931703E-01   7.00618652E+02   0.00000000E+00
   3.69310737E-01    3    4   8.28099747E+01  -5.25825378E-03  -7.87882600E-04   4.33838387E+01  -5.30866422E-02  -6.06393738E+02  -5.93169861E+01   4.89841506E-04   2.09292221E+02   7.60428086E-02  -1.21740860E+02   2.06896782E+00
   3.69310737E-01    4   -4  -3.64624383E-03  -1.83212949E-04  -2.04639902E-04  -3.25866928E-03   1.64998114E-01   1.00143254E-01   1.35141471E-02   2.57858029E-03   9.10897702E-02  -1.15181476E-01   8.15244094E-02  -7.96815336E-01
   3.69310737E-01    4   -3  -2.21007280E-02  -3.31697473E-03   5.25573641E-03   2.26218831E-02  -2.37476304E-01   2.20635355E-01  -3.81748453E-02  -1.11439303E-02  -1.35164112E-01   1.51489824E-01  -7.50273347E-01  -5.78329325E-01
   3.69310737E-01    4   -2   4.89570312E-02   1.14855799E-03   4.21504315E-04  -8.25186297E-02  -1.93252891E-01  -3.65917057E-01   1.14368528E-01   5.61778061E-03   5.67453265E-01  -3.87165137E-02   3.43747663E+00  -3.86030823E-02
   3.69310737E-01    4   -1  -1.79894745E-01   4.77081136E-04   6.77928387E-04   2.78955311E-01   4.04154509E-02   1.08755147E+00  -3.80332738E-01   1.52066071E-03  -1.84610045E+00   2.44826719E-01  -5.56507397E+00   1.57056570E+00
   3.69310737E-01    4    0   7.09452152E-01  -6.11287728E-03  -3.48852505E-03  -9.79210377E-01  -1.09683707E-01  -4.06491041E+00   1.33057952E+00  -8.01265799E-03   5.57071781E+00  -4.65124011E-01   9.09047890E+00  -6.78124666E-01
   3.69310737E-01    4    1  -2.74036837E+00   8.93625338E-03   5.54030621E-03   3.72121763E+00   2.28339016E-01   1.54440260E+01  -5.08752298E+00   8.28691851E-03  -2.11518631E+01   3.67166668E-01  -6.25124073E+00   4.97056432E-02
   3.69310737E-01    4    2   1.13881750E+01   2.59440625E-03   4.52768028E-04  -1.20806942E+01   2.02701703E-01  -3.96921349E+01   1.65145588E+01  -4.24934660E-05   7.41215134E+01   1.07994929E-01  -1.80725250E+02  -3.08232158E-01
   3.69310737E-01    4    3   8.28099747E+01   5.25825378E-03   3.77018994E-04   4.33843956E+01  -1.73064563E-02   5.83839722E+02  -5.93169861E+01  -4.89841506E-04  -3.26237457E+02   1.19615026E-01  -1.21740860E+02  -2.06896782E+00
   3.69310737E-01    4    4   1.33093030E+03   0.00000000E+00  -0.00000000E+00  -5.20591309E+02  -2.01218081E+00  -4.14286682E+02   2.28263809E+02   0.00000000E+00   1.23210709E+02  -8.21366549E-01   1.53579846E+03   0.00000000E+00
   3.80939722E-01   -4   -4   1.56710327E+03   0.00000000E+00   0.00000000E+00   4.91986298E+02  -1.27995670E+00   5.26607544E+02   2.29888199E+02   0.00000000E+00   1.27639503E+02   6.92205787E-01   5.11786621E+03   0.00000000E+00
   3.80939722E-01   -4   -3   4.78328583E+02  -5.56193013E-03  -1.44057290E-03   4.43897552E+01   1.45584345E-01  -1.16210425E+03  -6.06757774E+01   6.64508960E-04  -6.15334534E+02  -1.64676175E-01  -3.48319702E+02   7.14375877E+00
   3.80939722E-01   -4   -2   2.93280563E+01  -3.82994115E-03   6.02103211E-03  -1.25295134E+01   7.56987393E-01  -2.21469406E+02   1.71286106E+01  -2.62284011E-04   1.41018723E+02  -7.17706263E-01  -1.30168799E+03  -4.36662388E+00
   3.80939722E-01   -4   -1  -2.44350028E+00   5.26187290E-03  -2.51851743E-03   3.91924405E+00  -1.10904120E-01   2.85530205E+01  -5.34819937E+00  -1.49926422E-02  -4.12853165E+01   7.84555137E-01   1.20145859E+02  -5.31682372E-02
   3.80939722E-01   -4    0   7.76077867E-01  -1.09623382E-02   7.97928963E-03  -1.04698539E+00  -1.51725993E-01  -7.91501713E+00   1.42371404E+00   1.88165084E-02   1.06707745E+01  -5.43253660E-01  -2.01084614E+01   3.49616110E-01
   3.80939722E-01   -4    1  -2.24731028E-01  -3.06775351E-03  -3.34684295E-03   3.04891169E-01   1.78925648E-01   2.02893496E+00  -4.17072177E-01  -4.53538494E-03  -2.67231750E+00   2.76471317E-01   1.41212296E+00  -1.89885795E-02
   3.80939722E-01   -4    2   6.56098276E-02   2.74413545E-03  -1.95563608E-03  -8.81208181E-02  -4.18354794E-02  -4.36301768E-01   1.22193933E-01  -1.50457304E-03   6.92231953E-01  -6.44883364E-02   4.30667996E-01  -1.77192941E-01
   3.80939722E-01   -4    3  -2.27691699E-02   9.63529455E-04  -2.57618283E-03   3.11679803E-02   1.46756684E-02   1.69433534E-01  -4.11143415E-02  -2.57081352E-03  -2.25153953E-01   4.22435477E-02  -1.56511649E-01  -2.30992258E-01
   3.80939722E-01   -4    4  -2.30739312E-03   3.14045209E-03   9.36695002E-03  -2.30304711E-02  -1.03270702E-01  -1.68701321E-01   2.05159616E-02   7.02268910E-03   1.41825080E-01  -9.45050344E-02   8.53051394E-02   8.31408322E-01
   3.80939722E-01   -3   -4   4.78328583E+02   5.56193013E-03   1.89719070E-03   4.43922462E+01   1.66754469E-01   1.48170154E+03  -6.06757774E+01  -6.64508960E-04   4.97443268E+02  -1.34004965E-01  -3.48319702E+02  -7.14375877E+00
   3.80939722E-01   -3   -3   9.17169983E+02   0.00000000E+00   0.00000000E+00   3.65507507E+02  -7.58053958E-01   4.07824280E+02   2.29888199E+02   0.00000000E+00   1.27639503E+02   5.59581459E-01   3.38739136E+03   0.00000000E+00
   3.80939722E-01   -3   -2   2.82594910E+02  -3.83438985E-03  -9.83955106E-04   4.43872604E+01   6.68709278E-02  -6.15312195E+02  -6.06757774E+01   6.64508960E-04  -4.97437958E+02  -1.33031502E-01  -2.36584320E+02   4.40133858E+00
   3.80939722E-01   -3   -1   2.04014797E+01   2.53706909E-04   4.09114687E-03  -1.25290871E+01   2.90176034E-01  -1.48779587E+02   1.71286106E+01  -2.62284011E-04   1.13999916E+02  -5.80590248E-01  -7.31693726E+02  -2.50577688E+00
   3.80939722E-01   -3    0  -2.68090558E+00   3.82198719E-03  -6.32483372E-03   3.91587138E+00   1.59360141E-01   2.36899681E+01  -5.34819937E+00  -1.49926422E-02  -3.33744965E+01   6.33459568E-01   5.31197014E+01   8.12929571E-02
   3.80939722E-01   -3    1   7.75629699E-01  -5.14217885E-03   1.27225248E-02  -1.04234505E+00  -2.84803540E-01  -6.32479382E+00   1.42371404E+00   1.88165084E-02   8.62534142E+00  -4.38199311E-01  -2.98705578E+00  -8.97577778E-02
   3.80939722E-01   -3    2  -2.08163485E-01  -2.46424763E-03  -3.21191293E-03   3.05630505E-01   2.30504677E-01   1.36682856E+00  -4.17072177E-01  -4.53538494E-03  -2.16046119E+00   2.23527879E-01  -2.72200847E+00   4.75195616E-01
   3.80939722E-01   -3    3   5.90631291E-02   1.13581715E-03  -3.05101508E-03  -8.65148380E-02  -2.84614153E-02  -2.80420125E-01   1.22193933E-01  -1.50457304E-03   5.59274614E-01  -5.23562953E-02   8.87005389E-01  -3.33785743E-01
   3.80939722E-01   -3    4  -2.42791772E-02   7.47695158E-04  -2.96695437E-03   3.17836292E-02   4.35819570E-03   1.39078125E-01  -4.11143415E-02  -2.57081352E-03  -1.82140931E-01   3.40700150E-02  -1.96551114E-01  -2.88198322E-01
   3.80939722E-01   -2   -4   2.93280563E+01   3.82994115E-03  -9.88080166E-03  -1.25303659E+01   9.52222466E-01   1.92739716E+02   1.71286106E+01   2.62284011E-04  -8.69820099E+01  -4.39359933E-01  -1.30168799E+03   4.36662388E+00
   3.80939722E-01   -2   -3   2.82594910E+02   3.83438985E-03   1.44057290E-03   4.43897552E+01   8.83087367E-02   8.85459412E+02  -6.06757774E+01  -6.64508960E-04   3.79546661E+02  -1.02360293E-01  -2.36584320E+02  -4.40133858E+00
   3.80939722E-01   -2   -2   4.44159393E+02   0.00000000E+00   0.00000000E+00   2.39028732E+02  -3.67295027E-01   2.89040985E+02   2.29888199E+02   0.00000000E+00   1.27639503E+02   4.26957071E-01   2.02359741E+03   0.00000000E+00
   3.80939722E-01   -2   -1   1.33252243E+02  -2.35797791E-03  -5.27337368E-04   4.43847694E+01   1.22669833E-02  -2.24410767E+02  -6.06757774E+01   6.64508960E-04  -3.79541351E+02  -1.01386830E-01  -1.51330948E+02   2.30888939E+00
   3.80939722E-01   -2    0   1.38748083E+01   2.48035137E-03   2.16126209E-03  -1.25286608E+01  -2.44262721E-02  -9.06642685E+01   1.71286106E+01  -2.62284011E-04   8.69811020E+01  -4.43474203E-01  -3.14952728E+02  -1.14525235E+00
   3.80939722E-01   -2    1  -2.84303379E+00   1.09979731E-03  -1.01311505E-02   3.91249871E+00   3.11132193E-01   1.85277309E+01  -5.34819937E+00  -1.49926422E-02  -2.54636745E+01   4.82363999E-01   6.91367245E+00   1.73986882E-01
   3.80939722E-01   -2    2   7.72850156E-01   1.08926231E-03   1.74657609E-02  -1.03770459E+00  -3.40605497E-01  -4.76874065E+00   1.42371404E+00   1.88165084E-02   6.57990789E+00  -3.33144963E-01   7.83808565E+00  -3.67555320E-01
   3.80939722E-01   -2    3  -1.99548498E-01  -2.04373966E-03  -3.07698315E-03   3.06369841E-01   2.41349950E-01   8.36279690E-01  -4.17072177E-01  -4.53538494E-03  -1.64860487E+00   1.70584425E-01  -4.99332762E+00   7.46703684E-01
   3.80939722E-01   -2    4   5.49577922E-02  -4.69033315E-04  -4.14639432E-03  -8.49088579E-02  -1.77039132E-02  -1.59399077E-01   1.22193933E-01  -1.50457304E-03   4.26317215E-01  -4.02242504E-02   1.07792175E+00  -3.99298936E-01
   3.80939722E-01   -1   -4  -2.44350028E+00  -5.26187290E-03  -8.90043192E-03   3.92936182E+00  -4.41593885E-01  -1.09015360E+01  -5.34819937E+00   1.49926422E-02   1.75600452E+01   3.39383066E-01   1.20145859E+02   5.31682372E-02
   3.80939722E-01   -1   -3   2.04014797E+01  -2.53706909E-04  -7.95091689E-03  -1.25299397E+01   4.87390578E-01   1.17491730E+02   1.71286106E+01   2.62284011E-04  -5.99631958E+01  -3.02243888E-01  -7.31693726E+02   2.50577688E+00
   3.80939722E-01   -1   -2   1.33252243E+02   2.35797791E-03   9.83955106E-04   4.43872604E+01   3.39724757E-02   4.45107849E+02  -6.06757774E+01  -6.64508960E-04   2.61650085E+02  -7.07156211E-02  -1.51330948E+02  -2.30888939E+00
   3.80939722E-01   -1   -1   1.48071518E+02   0.00000000E+00   0.00000000E+00   1.12549934E+02  -1.07679866E-01   1.70257690E+02   2.29888199E+02   0.00000000E+00   1.27639503E+02   2.94332713E-01   1.02648413E+03   0.00000000E+00
   3.80939722E-01   -1    0   3.03005486E+01  -1.13269454E-03  -7.07196159E-05   4.43822784E+01  -1.82274897E-02   1.06000729E+01  -6.06757774E+01   6.64508960E-04  -2.61644775E+02  -6.97421581E-02  -9.25595627E+01   8.66411448E-01
   3.80939722E-01   -1    1   9.74804020E+00   2.84999213E-03   2.31377038E-04  -1.25282345E+01  -1.86819524E-01  -4.71234627E+01   1.71286106E+01  -2.62284011E-04   5.99622879E+01  -3.06358188E-01  -5.14649963E+01  -2.85050124E-01
   3.80939722E-01   -1    2  -2.92988515E+00  -2.90469662E-03  -1.39374668E-02   3.90912628E+00   3.44412088E-01   1.30663061E+01  -5.34819937E+00  -1.49926422E-02  -1.75528545E+01   3.31268430E-01  -1.84722271E+01   2.24913538E-01
   3.80939722E-01   -1    3   7.67739058E-01   7.73198577E-03   2.22089961E-02  -1.03306425E+00  -3.19131881E-01  -3.24685717E+00   1.42371404E+00   1.88165084E-02   4.53447485E+00  -2.28090629E-01   1.23669624E+01  -4.83776510E-01
   3.80939722E-01   -1    4  -1.98886067E-01  -1.80622900E-03  -2.94205314E-03   3.07109177E-01   2.11461470E-01   4.37288284E-01  -4.17072177E-01  -4.53538494E-03  -1.13674867E+00   1.17640987E-01  -5.40183449E+00   7.95535624E-01
   3.80939722E-01    0   -4   7.76077867E-01   1.09623382E-02   1.09936511E-02  -1.06554687E+00   1.49642974E-01   1.93000126E+00   1.42371404E+00  -1.88165084E-02  -2.49893451E+00  -1.33148327E-01  -2.01084614E+01  -3.49616110E-01
   3.80939722E-01    0   -3  -2.68090558E+00  -3.82198719E-03  -5.09411516E-03   3.92598915E+00  -1.69962764E-01  -6.11872530E+00  -5.34819937E+00   1.49926422E-02   9.64922523E+00   1.88287497E-01   5.31197014E+01  -8.12929571E-02
   3.80939722E-01    0   -2   1.38748083E+01  -2.48035137E-03  -6.02103211E-03  -1.25295134E+01   1.74767718E-01   5.68182564E+01   1.71286106E+01   2.62284011E-04  -3.29443817E+01  -1.65127859E-01  -3.14952728E+02   1.14525235E+00
   3.80939722E-01    0   -1   3.03005486E+01   1.13269454E-03   5.27337368E-04   4.43847694E+01   3.74569301E-03   1.60646896E+02  -6.06757774E+01  -6.64508960E-04   1.43753479E+02  -3.90709490E-02  -9.25595627E+01  -8.66411448E-01
   3.80939722E-01    0    0   2.89063282E+01   0.00000000E+00  -0.00000000E+00  -1.39288568E+01   2.07915045E-02   5.14743919E+01   2.29888199E+02   0.00000000E+00   1.27639503E+02   1.61708340E-01   3.96051544E+02   0.00000000E+00
   3.80939722E-01    0    1  -2.62601490E+01  -1.58539537E-04   3.85898165E-04   4.43797836E+01  -2.46124901E-02   8.97203064E+01  -6.06757774E+01   6.64508960E-04  -1.43748169E+02  -3.80974896E-02  -6.02701721E+01   7.39044249E-02
   3.80939722E-01    0    2   8.02117538E+00   1.36262923E-03  -1.69850793E-03  -1.25278082E+01  -1.97003722E-01  -1.81571636E+01   1.71286106E+01  -2.62284011E-04   3.29434738E+01  -1.69242159E-01   5.87694511E+01   7.48297051E-02
   3.80939722E-01    0    3  -2.94145966E+00  -8.19149520E-03  -1.77437831E-02   3.90575361E+00   2.59199768E-01   7.30569458E+00  -5.34819937E+00  -1.49926422E-02  -9.64203548E+00   1.80172876E-01  -2.30379944E+01   2.34072924E-01
   3.80939722E-01    0    4   7.60296524E-01   1.47859920E-02   2.69522313E-02  -1.02842391E+00  -2.20382661E-01  -1.75914347E+00   1.42371404E+00   1.88165084E-02   2.48904181E+00  -1.23036295E-01   1.05995750E+01  -4.38421369E-01
   3.80939722E-01    1   -4  -2.24731028E-01   3.06775351E-03   4.02149279E-03   3.01194489E-01  -1.54336188E-02  -1.78933755E-01  -4.17072177E-01   4.53538494E-03   1.11459874E-01   1.14664501E-02   1.41212296E+00   1.89885795E-02
   3.80939722E-01    1   -3   7.75629699E-01   5.14217885E-03   6.25041639E-03  -1.06090641E+00   1.61270238E-02   3.42263460E-01   1.42371404E+00  -1.88165084E-02  -4.53501374E-01  -2.80939955E-02  -2.98705578E+00   8.97577778E-02
   3.80939722E-01    1   -2  -2.84303379E+00  -1.09979731E-03  -1.28779898E-03   3.92261648E+00  -1.68238338E-02  -1.03672826E+00  -5.34819937E+00   1.49926422E-02   1.73840499E+00   3.71919423E-02   6.91367245E+00  -1.73986882E-01
   3.80939722E-01    1   -1   9.74804020E+00  -2.84999213E-03  -4.09114687E-03  -1.25290871E+01   1.43539263E-02   1.07192898E+01   1.71286106E+01   2.62284011E-04  -5.92556810E+00  -2.80118305E-02  -5.14649963E+01   2.85050124E-01
   3.80939722E-01    1    0  -2.62601490E+01   1.58539537E-04   7.07196159E-05   4.43822784E+01  -2.37161946E-03   3.20765419E+01  -6.06757774E+01  -6.64508960E-04   2.58568916E+01  -7.42627587E-03  -6.02701721E+01  -7.39044249E-02
   3.80939722E-01    1    1   8.66638184E+01   0.00000000E+00  -0.00000000E+00  -1.40407654E+02   1.81190893E-02  -6.73088989E+01   2.29888199E+02   0.00000000E+00   1.27639503E+02   2.90839747E-02   1.32299637E+02   0.00000000E+00
   3.80939722E-01    1    2  -3.64298553E+01   5.64487069E-04   8.42515961E-04   4.43772926E+01  -6.88801892E-03   1.29499407E+01  -6.06757774E+01   6.64508960E-04  -2.58515778E+01  -6.45281514E-03  -5.44627800E+01  -6.86315298E-02
   3.80939722E-01    1    3   8.69421482E+00  -1.98173709E-03  -3.62839294E-03  -1.25273819E+01  -5.49788773E-02  -3.76537323E+00   1.71286106E+01  -2.62284011E-04   5.92465925E+00  -3.21261249E-02   1.57506218E+01  -6.56128675E-02
   3.80939722E-01    1    4  -2.87775707E+00  -1.47605967E-02  -2.15501003E-02   3.90238118E+00   5.54952808E-02   1.24589694E+00  -5.34819937E+00  -1.49926422E-02  -1.73121512E+00   2.90773157E-02  -6.78363276E+00   2.01465040E-01
   3.80939722E-01    2   -4   6.56098276E-02  -2.74413545E-03  -4.61663911E-03  -9.77566838E-02   1.31221758E-02  -1.38901606E-01   1.22193933E-01   1.50457304E-03   1.02088489E-01   1.06391478E-02   4.30667996E-01   1.77192941E-01
   3.80939722E-01    2   -3  -2.08163485E-01   2.46424763E-03   3.88656277E-03   3.01933825E-01   3.63404751E-02   4.91649479E-01  -4.17072177E-01   4.53538494E-03  -4.00396407E-01  -4.14769910E-02  -2.72200847E+00  -4.75195616E-01
   3.80939722E-01    2   -2   7.72850156E-01  -1.08926231E-03   1.50718086E-03  -1.05626607E+00  -4.01133373E-02  -1.21130455E+00   1.42371404E+00  -1.88165084E-02   1.59193170E+00   7.69603401E-02   7.83808565E+00   3.67555320E-01
   3.80939722E-01    2   -1  -2.92988515E+00   2.90469662E-03   2.51851743E-03   3.91924405E+00   1.78229082E-02   4.34445572E+00  -5.34819937E+00   1.49926422E-02  -6.17241526E+00  -1.13903612E-01  -1.84722271E+01  -2.24913538E-01
   3.80939722E-01    2    0   8.02117538E+00  -1.36262923E-03  -2.16126209E-03  -1.25286608E+01   6.14918442E-03  -2.08051682E+01   1.71286106E+01   2.62284011E-04   2.10932446E+01   1.09104201E-01   5.87694511E+01  -7.48297051E-02
   3.80939722E-01    2    1  -3.64298553E+01  -5.64487069E-04  -3.85898165E-04   4.43797836E+01   1.56205399E-02   5.93967857E+01  -6.06757774E+01  -6.64508960E-04  -9.20397034E+01   2.42183972E-02  -5.44627800E+01   6.86315298E-02
   3.80939722E-01    2    2   3.21343994E+02   0.00000000E+00  -0.00000000E+00  -2.66886444E+02  -1.15697108E-01  -1.86092194E+02   2.29888199E+02   0.00000000E+00   1.27639503E+02  -1.03540391E-01   2.35228439E+02   0.00000000E+00
   3.80939722E-01    2    3  -2.08569571E-01   1.03638519E-03   1.29913376E-03   4.43748016E+01   3.49459238E-02  -2.19711029E+02  -6.06757774E+01   6.64508960E-04   9.20450134E+01   2.51918584E-02  -7.51373825E+01   4.38803554E-01
   3.80939722E-01    2    4   1.17671576E+01  -7.18310708E-03  -5.55827795E-03  -1.25269556E+01   2.39255026E-01  -3.94809079E+00   1.71286106E+01  -2.62284011E-04  -2.10941544E+01   1.04989909E-01  -1.80521484E+02  -7.06377864E-01
   3.80939722E-01    3   -4  -2.27691699E-02  -9.63529455E-04  -1.59217903E-04   2.68584415E-02  -2.70975661E-02   5.26653603E-02  -4.11143415E-02   2.57081352E-03  -7.72497207E-02  -1.41381044E-02  -1.56511649E-01   2.30992258E-01
   3.80939722E-01    3   -3   5.90631291E-02  -1.13581715E-03  -3.52125987E-03  -9.61507037E-02   2.64925435E-02  -2.97385573E-01   1.22193933E-01   1.50457304E-03   2.35045865E-01   2.27711927E-02   8.87005389E-01   3.33785743E-01
   3.80939722E-01    3   -2  -1.99548498E-01   2.04373966E-03   3.75163276E-03   3.02673161E-01   4.73808162E-02   1.03067529E+00  -4.17072177E-01   4.53538494E-03  -9.12252724E-01  -9.44204330E-02  -4.99332762E+00  -7.46703684E-01
   3.80939722E-01    3   -1   7.67739058E-01  -7.73198577E-03  -3.23605444E-03  -1.05162573E+00  -1.90781169E-02  -2.73070288E+00   1.42371404E+00  -1.88165084E-02   3.63736486E+00   1.82014674E-01   1.23669624E+01   4.83776510E-01
   3.80939722E-01    3    0  -2.94145966E+00   8.19149520E-03   6.32483372E-03   3.91587138E+00  -6.60225376E-02   1.00248260E+01  -5.34819937E+00   1.49926422E-02  -1.40832348E+01  -2.64999181E-01  -2.30379944E+01  -2.34072924E-01
   3.80939722E-01    3    1   8.69421482E+00   1.98173709E-03  -2.31377038E-04  -1.25282345E+01   1.50153503E-01  -3.77551155E+01   1.71286106E+01   2.62284011E-04   4.81120567E+01   2.46220231E-01   1.57506218E+01   6.56128675E-02
   3.80939722E-01    3    2  -2.08569571E-01  -1.03638519E-03  -8.42515961E-04   4.43772926E+01   5.77221736E-02   2.42607620E+02  -6.06757774E+01  -6.64508960E-04  -2.09936295E+02   5.58630712E-02  -7.51373825E+01  -4.38803554E-01
   3.80939722E-01    3    3   7.32946838E+02   0.00000000E+00  -0.00000000E+00  -3.93365234E+02  -3.80657077E-01  -3.04875488E+02   2.29888199E+02   0.00000000E+00   1.27639503E+02  -2.36164764E-01   7.04837952E+02   0.00000000E+00
   3.80939722E-01    3    4   8.24037094E+01   1.25715497E-03   1.75575144E-03   4.43723068E+01   1.00889340E-01  -6.08262573E+02  -6.06757774E+01   6.64508960E-04   2.09941605E+02   5.68365306E-02  -1.22293983E+02   1.59620976E+00
   3.80939722E-01    4   -4  -2.30739312E-03  -3.14045209E-03   2.80390144E-03   5.65325936E-05   1.74867630E-03   1.01077240E-02   2.05159616E-02  -7.02268910E-03   7.69979581E-02   4.95921150E-02   8.53051394E-02  -8.31408322E-01
   3.80939722E-01    4   -3  -2.42791772E-02  -7.47695158E-04   2.31553626E-04   2.74740905E-02  -3.71039882E-02   8.24880078E-02  -4.11143415E-02   2.57081352E-03  -1.20262749E-01  -2.23116372E-02  -1.96551114E-01   2.88198322E-01
   3.80939722E-01    4   -2   5.49577922E-02   4.69033315E-04  -2.42588064E-03  -9.45447311E-02   3.72463465E-02  -4.21009004E-01   1.22193933E-01   1.50457304E-03   3.68003219E-01   3.49032357E-02   1.07792175E+00   3.99298936E-01
   3.80939722E-01    4   -1  -1.98886067E-01   1.80622900E-03   3.61670274E-03   3.03412497E-01   1.76874064E-02   1.43814373E+00  -4.17072177E-01   4.53538494E-03  -1.42410898E+00  -1.47363871E-01  -5.40183449E+00  -7.95535624E-01
   3.80939722E-01    4    0   7.60296524E-01  -1.47859920E-02  -7.97928963E-03  -1.04698539E+00   7.92326853E-02  -4.21593142E+00   1.42371404E+00  -1.88165084E-02   5.68279791E+00   2.87068993E-01   1.05995750E+01   4.38421369E-01
   3.80939722E-01    4    1  -2.87775707E+00   1.47605967E-02   1.01311505E-02   3.91249871E+00  -2.68360168E-01   1.60043831E+01  -5.34819937E+00   1.49926422E-02  -2.19940548E+01  -4.16094720E-01  -6.78363276E+00  -2.01465040E-01
   3.80939722E-01    4    2   1.17671576E+01   7.18310708E-03   1.69850793E-03  -1.25278082E+01   4.46366876E-01  -4.01305580E+01   1.71286106E+01   2.62284011E-04   7.51308746E+01   3.83336246E-01  -1.80521484E+02   7.06377864E-01
   3.80939722E-01    4    3   8.24037094E+01  -1.25715497E-03  -1.29913376E-03   4.43748016E+01   1.23933278E-01   5.81709045E+02  -6.06757774E+01  -6.64508960E-04  -3.27832886E+02   8.75077397E-02  -1.22293983E+02  -1.59620976E+00
   3.80939722E-01    4    4   1.32147241E+03   0.00000000E+00  -0.00000000E+00  -5.19844055E+02  -7.76760876E-01  -4.23658783E+02   2.29888199E+02   0.00000000E+00   1.27639503E+02  -3.68789136E-01   1.54112805E+03   0.00000000E+00
   3.92640382E-01   -4   -4   1.56593408E+03   0.00000000E+00   0.00000000E+00   4.90445160E+02  -8.24512959E-01   5.39016479E+02   2.31575363E+02   0.00000000E+00   1.32503601E+02   4.17561412E-01   5.21723926E+03   0.00000000E+00
   3.92640382E-01   -4   -3   4.85002136E+02  -8.99293181E-03   7.05429027E-03   4.54040375E+01   6.93115711E-01  -1.17319885E+03  -6.20665512E+01  -8.69256735E-04  -6.24754944E+02  -3.04646909E-01  -3.50554626E+02   4.30618238E+00
   3.92640382E-01   -4   -2   3.05147171E+01   2.96293502E-03   2.96014687E-03  -1.29989843E+01   2.27396950E-01  -2.29153671E+02   1.77710056E+01  -1.05744991E-02   1.44178665E+02  -3.39613676E-01  -1.33500037E+03  -4.40075445E+00
   3.92640382E-01   -4   -1  -2.53262758E+00  -5.17173670E-03   3.95127106E-03   4.12539291E+00  -1.73534840E-01   2.92894840E+01  -5.63708878E+00   4.40726010E-03  -4.28633690E+01   7.21216321E-01   1.19801674E+02   4.21067595E-01
   3.92640382E-01   -4    0   8.28027487E-01  -2.14960729E-03  -2.46101408E-03  -1.11817968E+00  -2.14368805E-01  -8.42561626E+00   1.51844215E+00  -3.04895802E-03   1.14386396E+01  -4.92109656E-01  -2.03555679E+01   4.50410873E-01
   3.92640382E-01   -4    1  -2.56642103E-01  -7.68693222E-04   4.62557981E-03   3.20772201E-01   2.78427243E-01   2.42072964E+00  -4.37165171E-01   6.62150234E-03  -3.26027036E+00   4.20229524E-01   1.33468211E+00   9.63977873E-02
   3.92640382E-01   -4    2   6.87377974E-02   1.37290359E-03  -9.42118280E-03  -9.50786322E-02  -3.96136492E-01  -7.02698231E-01   1.31469771E-01  -1.08106695E-02   9.69740391E-01  -4.00916040E-01   1.05203533E+00  -2.32259363E-01
   3.92640382E-01   -4    3  -2.56803874E-02   1.68275461E-03   1.46037070E-02   3.38465385E-02   5.32253683E-01   2.36721039E-01  -4.44662459E-02   1.32059176E-02  -2.80810863E-01   3.94196838E-01  -1.07868338E+00   5.12838483E-01
   3.92640382E-01   -4    4  -3.38262855E-03  -1.08599034E-03  -7.69247254E-03  -1.83587503E-02  -4.74634618E-01   2.22157806E-01   1.87373795E-02  -7.68361473E-03  -4.23561409E-02  -2.77720720E-01   4.14724320E-01  -1.05176783E+00
   3.92640382E-01   -3   -4   4.85002136E+02   8.99293181E-03  -8.87289364E-03   4.54058266E+01   7.28403568E-01   1.50589246E+03  -6.20665512E+01   8.69256735E-04   5.05269684E+02  -2.42740899E-01  -3.50554626E+02  -4.30618238E+00
   3.92640382E-01   -3   -3   9.17782410E+02   0.00000000E+00   0.00000000E+00   3.64249268E+02  -4.92044717E-01   4.17389984E+02   2.31575363E+02   0.00000000E+00   1.32503601E+02   3.37699801E-01   3.45786890E+03   0.00000000E+00
   3.92640382E-01   -3   -2   2.86778870E+02  -3.57937766E-03   5.23568690E-03   4.54022484E+01   3.85743260E-01  -6.21021240E+02  -6.20665512E+01  -8.69256735E-04  -5.05265747E+02  -2.46765912E-01  -2.38793396E+02   2.64110780E+00
